token	pos	lemma	group_id
Walvisch	NOU-C(number=sg)	walvis	
van	ADP(type=pre)	van	
Berckhey	NOU-P	Berkheide	
,	PC		
Dat	PD(type=d-p,position=free)	dat	
is	VRB(finiteness=fin,tense=pres)	zijn	
:	PC		
Eene	PD(type=indef,subtype=art,position=prenom)	een	
beschrijvinghe	NOU-C(number=sg)	beschrijving	
des	PD(type=d-p,subtype=art,position=prenom)	de	
grooten	AA(degree=pos,position=prenom)	groot	
Vissches	NOU-C(number=sg)	vis	
,	PC		
die	PD(type=d-p,position=free)	die	
in	ADP(type=pre)	in	
het	PD(type=d-p,subtype=art,position=prenom)	het	
Iaer	NOU-C(number=sg)	jaar	
1598	NUM(type=card,position=postnom,representation=dig)	1598	
.	PC		

den	PD(type=d-p,subtype=art,position=prenom)	de	
derden	NUM(type=ord,position=prenom,representation=let)	derde	
Februarij	NOU-C(number=sg)	februarius	
,	PC		
te	ADP(type=pre)	te	
Berckhey	NOU-P	Berkheide	
ghestrandet	VRB(finiteness=pastpart)	stranden	
is	VRB(finiteness=fin,tense=pres)	zijn	
,	PC		
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
cort	AA(degree=pos,position=prenom)	kort	
verhael	NOU-C(number=sg)	verhaal	
der	PD(type=d-p,subtype=art,position=prenom)	de	
dinghen	NOU-C(number=pl)	ding	
die	PD(type=d-p,position=free)	die	
daer	ADV(type=pron)	daarop	mw_156
op	ADV(type=pron)	daarop	mw_156
ghevolght	VRB(finiteness=pastpart)	volgen	
zijn	VRB(finiteness=fin,tense=pres)	zijn	
.	PC		

DOn	NOU-C(number=sg)	don	
Francisco	NOU-P	Francisco	
de	NOU-P	De Mendoza	mw_195
Mendossa	NOU-P	De Mendoza	mw_195
,	PC		
Admirante	NOU-C(number=sg)	admirant	
de	RES(type=for)	de	
Arragon	NOU-P	Aragón	
,	PC		
etc.	ADV(type=reg,WF=abbr)	et cetera	
Generael	NOU-C(number=sg)	generaal	
met	ADP(type=pre)	met	
Grave	NOU-C(number=sg)	graaf	
Frederick	NOU-P	Frederik	
van	NOU-P	Van den Bergh	mw_226
den	NOU-P	Van den Bergh	mw_226
Berghe	NOU-P	Van den Bergh	mw_226
,	PC		
als	CONJ(type=sub)	als	
Veldt-Marschalck	NOU-C(number=sg)	veldmaarschalk	
van	ADP(type=pre)	van	
den	PD(type=d-p,subtype=art,position=prenom)	het	
Legher	NOU-C(number=sg)	leger	
of	CONJ(type=coor)	of	
Krijchsheyr	NOU-C(number=sg)	krijgsheer	
des	PD(type=d-p,subtype=art,position=prenom)	de	
Cardinaels	NOU-C(number=sg)	kardinaal	
Albert	NOU-P	Albert	
,	PC		
is	VRB(finiteness=fin,tense=pres)	zijn	
int	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+het	
beginsel	NOU-C(number=sg)	beginsel	
van	ADP(type=pre)	van	
September	NOU-C(number=sg)	september	
aen	ADP(type=pre)	aan	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Rhijn	NOU-P	Rijn	
ghecomen	VRB(finiteness=pastpart)	komen	
tot	ADP(type=pre)	tot	
Orsoy	NOU-P	Orsoy	
met	ADP(type=pre)	met	
62	NUM(type=card,position=prenom,representation=dig)	tweeënzestig	
Vendelen	NOU-C(number=pl)	vendel	
Spagnaerden	NOU-C(number=pl)	Spanjaard	
,	PC		
19	NUM(type=card,position=prenom,representation=dig)	negentien	
Vendelen	NOU-C(number=pl)	vendel	
Italianen	NOU-C(number=pl)	Italiaan	
,	PC		
2	NUM(type=card,position=prenom,representation=dig)	twee	
Vendelen	NOU-C(number=pl)	vendel	
Yrische	NOU-C(number=pl)	Iers	
,	PC		
4	NUM(type=card,position=prenom,representation=dig)	vier	
Walsche	AA(degree=pos,position=prenom)	Waals	
Regimenten	NOU-C(number=pl)	regiment	
43	NUM(type=card,position=prenom,representation=dig)	drieënveertig	
Vendelen	NOU-C(number=pl)	vendel	
sterck	AA(degree=pos,position=free)	sterk	
,	PC		
vier	NUM(type=card,position=prenom,representation=let)	vier	
Duytsche	AA(degree=pos,position=prenom)	Duits	
Regimenten	NOU-C(number=pl)	regiment	
van	ADP(type=pre)	van	
42	NUM(type=card,position=prenom,representation=dig)	tweeënveertig	
Vendelen	NOU-C(number=pl)	vendel	
,	PC		
t'samen	ADV(type=reg)	samen	
168	NUM(type=card,position=prenom,representation=dig)	168	
Vendelen	NOU-C(number=pl)	vendel	
